native,name,Wilcoxon_p,Wilcoxon_FDR,Wilcoxon_significant,gProfiler_p,gProfiler_significant,methods_included,methods_significant
GO:0045597,positive regulation of cell differentiation,,,,1.0,False,1,0
GO:0045597,positive regulation of cell differentiation (GO:0045597),0.869318318934446,0.9587678247851484,False,,,1,0
GO:0045598,regulation of fat cell differentiation,,,,1.0,False,1,0
GO:0045598,regulation of fat cell differentiation (GO:0045598),0.0833021229655723,0.3430672664586492,False,,,1,0
GO:0045599,negative regulation of fat cell differentiation,,,,1.0,False,1,0
GO:0045599,negative regulation of fat cell differentiation (GO:0045599),0.0646435504998253,0.3045875615476242,False,,,1,0
GO:0045600,positive regulation of fat cell differentiation,,,,1.0,False,1,0
GO:0045600,positive regulation of fat cell differentiation (GO:0045600),0.2961290803135125,0.6246027934312549,False,,,1,0
GO:0045604,regulation of epidermal cell differentiation,,,,1.0,False,1,0
GO:0045604,regulation of epidermal cell differentiation (GO:0045604),0.8779482214419921,0.9607052823042715,False,,,1,0
GO:0045606,positive regulation of epidermal cell differentiation,,,,1.0,False,1,0
GO:0045606,positive regulation of epidermal cell differentiation (GO:0045606),0.2184925428630422,0.5448666765808804,False,,,1,0
GO:0045616,regulation of keratinocyte differentiation,,,,1.0,False,1,0
GO:0045616,regulation of keratinocyte differentiation (GO:0045616),0.0897279473281342,0.3554210303122367,False,,,1,0
GO:0045618,positive regulation of keratinocyte differentiation,,,,1.0,False,1,0
GO:0045618,positive regulation of keratinocyte differentiation (GO:0045618),0.024802953271731,0.1885322680554627,False,,,1,0
GO:0045619,regulation of lymphocyte differentiation,,,,1.0,False,1,0
GO:0045619,regulation of lymphocyte differentiation (GO:0045619),0.796206550359345,0.9343565347822558,False,,,1,0
GO:0045621,positive regulation of lymphocyte differentiation,,,,1.0,False,1,0
GO:0045621,positive regulation of lymphocyte differentiation (GO:0045621),0.127790769015113,0.4293493093231259,False,,,1,0
GO:0045623,negative regulation of T-helper cell differentiation (GO:0045623),0.6808871517373198,0.8857886079933793,False,,,1,0
GO:0045624,positive regulation of T-helper cell differentiation (GO:0045624),0.0041691077067444,0.0806807425085806,False,,,1,0
GO:0045637,regulation of myeloid cell differentiation,,,,1.0,False,1,0
GO:0045637,regulation of myeloid cell differentiation (GO:0045637),7.495916458667134e-05,0.0066928464774405,True,,,1,1
GO:0045638,negative regulation of myeloid cell differentiation,,,,1.0,False,1,0
GO:0045638,negative regulation of myeloid cell differentiation (GO:0045638),0.2138131036165403,0.5381506980872844,False,,,1,0
GO:0045639,positive regulation of myeloid cell differentiation,,,,1.0,False,1,0
GO:0045639,positive regulation of myeloid cell differentiation (GO:0045639),0.0209857774870903,0.1757153510122153,False,,,1,0
GO:0045646,regulation of erythrocyte differentiation,,,,1.0,False,1,0
GO:0045646,regulation of erythrocyte differentiation (GO:0045646),0.1389379692400201,0.4500356253863334,False,,,1,0
GO:0045647,negative regulation of erythrocyte differentiation,,,,1.0,False,1,0
GO:0045648,positive regulation of erythrocyte differentiation (GO:0045648),0.0749319780722564,0.3270621321381686,False,,,1,0
GO:0045649,regulation of macrophage differentiation (GO:0045649),0.2534596467895912,0.5865603662433919,False,,,1,0
GO:0045651,positive regulation of macrophage differentiation (GO:0045651),0.8453040634286636,0.9478945087628512,False,,,1,0
GO:0045652,regulation of megakaryocyte differentiation (GO:0045652),0.0021650246655423,0.059941157346002,False,,,1,0
GO:0045655,regulation of monocyte differentiation,,,,1.0,False,1,0
GO:0045655,regulation of monocyte differentiation (GO:0045655),0.4208576002737688,0.7295762695787957,False,,,1,0
GO:0045657,positive regulation of monocyte differentiation,,,,1.0,False,1,0
GO:0045661,regulation of myoblast differentiation (GO:0045661),0.3711045256371489,0.683632571996943,False,,,1,0
GO:0045662,negative regulation of myoblast differentiation (GO:0045662),0.1790791473654336,0.4944603003905322,False,,,1,0
GO:0045663,positive regulation of myoblast differentiation (GO:0045663),0.2966054571720078,0.6246027934312549,False,,,1,0
GO:0045664,regulation of neuron differentiation,,,,1.0,False,1,0
GO:0045664,regulation of neuron differentiation (GO:0045664),0.6421054852290033,0.8688101294247363,False,,,1,0
GO:0045665,negative regulation of neuron differentiation,,,,1.0,False,1,0
GO:0045665,negative regulation of neuron differentiation (GO:0045665),0.9090990310046276,0.9705073528287512,False,,,1,0
GO:0045666,positive regulation of neuron differentiation,,,,1.0,False,1,0
GO:0045666,positive regulation of neuron differentiation (GO:0045666),0.4838146616865166,0.7743075999058893,False,,,1,0
GO:0045667,regulation of osteoblast differentiation (GO:0045667),0.7602416147306847,0.922750862295516,False,,,1,0
GO:0045668,negative regulation of osteoblast differentiation (GO:0045668),0.9272882338798388,0.97779399047327,False,,,1,0
GO:0045669,positive regulation of osteoblast differentiation (GO:0045669),0.4041029067612366,0.7115888232801162,False,,,1,0
GO:0045670,regulation of osteoclast differentiation (GO:0045670),0.6907783401062886,0.8876660737958753,False,,,1,0
GO:0045671,negative regulation of osteoclast differentiation (GO:0045671),0.2639018665589652,0.5952357909798843,False,,,1,0
GO:0045672,positive regulation of osteoclast differentiation (GO:0045672),0.6193625020932625,0.8547903503113498,False,,,1,0
GO:0045682,regulation of epidermis development,,,,1.0,False,1,0
GO:0045684,positive regulation of epidermis development,,,,1.0,False,1,0
GO:0045684,positive regulation of epidermis development (GO:0045684),0.3610971547042536,0.6758957767306415,False,,,1,0
GO:0045685,regulation of glial cell differentiation,,,,1.0,False,1,0
GO:0045686,negative regulation of glial cell differentiation,,,,1.0,False,1,0
GO:0045687,positive regulation of glial cell differentiation,,,,1.0,False,1,0
GO:0045687,positive regulation of glial cell differentiation (GO:0045687),0.3811707195832358,0.6922635276889937,False,,,1,0
GO:0045717,negative regulation of fatty acid biosynthetic process (GO:0045717),0.4783999962242712,0.7700254919277794,False,,,1,0
GO:0045721,negative regulation of gluconeogenesis (GO:0045721),0.0824760196711694,0.3415191513239581,False,,,1,0
GO:0045723,positive regulation of fatty acid biosynthetic process (GO:0045723),0.2048125467324848,0.5245469208347839,False,,,1,0
GO:0045724,positive regulation of cilium assembly (GO:0045724),0.3191349002993373,0.6462050160621131,False,,,1,0
GO:0045725,positive regulation of glycogen biosynthetic process,,,,1.0,False,1,0
GO:0045725,positive regulation of glycogen biosynthetic process (GO:0045725),0.7069710683377495,0.8957539412959096,False,,,1,0
GO:0045727,positive regulation of translation,,,,1.0,False,1,0
GO:0045727,positive regulation of translation (GO:0045727),0.000168100062394,0.0110017152937492,True,,,1,1
GO:0045732,positive regulation of protein catabolic process,,,,1.0,False,1,0
GO:0045732,positive regulation of protein catabolic process (GO:0045732),0.0367825553958608,0.229845523256178,False,,,1,0
GO:0045736,negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736),0.96553418712592,0.9923686975230194,False,,,1,0
GO:0045737,positive regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045737),0.0259550623633517,0.1934849051262762,False,,,1,0
GO:0045739,positive regulation of DNA repair,,,,1.0,False,1,0
GO:0045739,positive regulation of DNA repair (GO:0045739),0.9216584654085812,0.9752451304329957,False,,,1,0
GO:0045740,positive regulation of DNA replication (GO:0045740),0.5939924929581128,0.8437726867305281,False,,,1,0
GO:0045741,positive regulation of epidermal growth factor-activated receptor activity (GO:0045741),0.2462858511010495,0.5773561392004207,False,,,1,0
GO:0045742,positive regulation of epidermal growth factor receptor signaling pathway (GO:0045742),0.0118095497650597,0.1313595960670718,False,,,1,0
GO:0045744,negative regulation of G protein-coupled receptor signaling pathway,,,,1.0,False,1,0
GO:0045744,negative regulation of G protein-coupled receptor signaling pathway (GO:0045744),0.7164305881252011,0.8992128460486062,False,,,1,0
GO:0045745,positive regulation of G protein-coupled receptor signaling pathway,,,,1.0,False,1,0
GO:0045745,positive regulation of G protein-coupled receptor signaling pathway (GO:0045745),0.487103973774145,0.7762963750106437,False,,,1,0
GO:0045746,negative regulation of Notch signaling pathway,,,,1.0,False,1,0
GO:0045746,negative regulation of Notch signaling pathway (GO:0045746),0.0637203393481241,0.3021549344428944,False,,,1,0
GO:0045747,positive regulation of Notch signaling pathway (GO:0045747),0.0067772186930955,0.1034465171065725,False,,,1,0
GO:0045761,regulation of adenylate cyclase activity (GO:0045761),0.8891992391511705,0.9644646022591906,False,,,1,0
GO:0045763,negative regulation of amino acid metabolic process,,,,1.0,False,1,0
GO:0045765,regulation of angiogenesis,,,,0.1121556738251554,False,1,0
GO:0045765,regulation of angiogenesis (GO:0045765),0.0016368278346491,0.0544604208493344,False,,,1,0
GO:0045766,positive regulation of angiogenesis,,,,1.0,False,1,0
GO:0045766,positive regulation of angiogenesis (GO:0045766),0.1728464362909169,0.4898084865358046,False,,,1,0
GO:0045773,positive regulation of axon extension (GO:0045773),0.001041259089899,0.040716450803992,True,,,1,1
GO:0045776,negative regulation of blood pressure,,,,1.0,False,1,0
GO:0045776,negative regulation of blood pressure (GO:0045776),0.5359109553868152,0.811785245120683,False,,,1,0
GO:0045777,positive regulation of blood pressure,,,,1.0,False,1,0
GO:0045778,positive regulation of ossification (GO:0045778),0.5219938839724139,0.8032392260256298,False,,,1,0
GO:0045780,positive regulation of bone resorption,,,,1.0,False,1,0
GO:0045780,positive regulation of bone resorption (GO:0045780),0.3005171104739753,0.6273315355133673,False,,,1,0
GO:0045785,positive regulation of cell adhesion,,,,1.0,False,1,0
GO:0045785,positive regulation of cell adhesion (GO:0045785),0.0730948619276693,0.3241405566091447,False,,,1,0
GO:0045786,negative regulation of cell cycle,,,,1.0,False,1,0
GO:0045786,negative regulation of cell cycle (GO:0045786),0.4036474522843658,0.7115888232801162,False,,,1,0
GO:0045787,positive regulation of cell cycle,,,,0.830475407119636,False,1,0
GO:0045787,positive regulation of cell cycle (GO:0045787),0.6701948098832531,0.8820433427783411,False,,,1,0
GO:0045794,negative regulation of cell volume,,,,1.0,False,1,0
GO:0045806,negative regulation of endocytosis,,,,1.0,False,1,0
GO:0045806,negative regulation of endocytosis (GO:0045806),0.3748100927753045,0.6873803342179323,False,,,1,0
GO:0045807,positive regulation of endocytosis,,,,1.0,False,1,0
GO:0045807,positive regulation of endocytosis (GO:0045807),0.3311310189373386,0.653861071747995,False,,,1,0
GO:0045814,"negative regulation of gene expression, epigenetic",,,,1.0,False,1,0
GO:0045814,"negative regulation of gene expression, epigenetic (GO:0045814)",0.7382910254492479,0.9097913773648464,False,,,1,0
GO:0045815,"positive regulation of gene expression, epigenetic (GO:0045815)",0.0336112432658811,0.2198099147947155,False,,,1,0
GO:0045815,transcription initiation-coupled chromatin remodeling,,,,1.0,False,1,0
GO:0045819,positive regulation of glycogen catabolic process,,,,1.0,False,1,0
GO:0045820,negative regulation of glycolytic process,,,,1.0,False,1,0
GO:0045820,negative regulation of glycolytic process (GO:0045820),0.196736458313994,0.5149906048205516,False,,,1,0
GO:0045821,positive regulation of glycolytic process (GO:0045821),0.3749512026092544,0.6873803342179323,False,,,1,0
GO:0045822,negative regulation of heart contraction,,,,1.0,False,1,0
GO:0045822,negative regulation of heart contraction (GO:0045822),0.1780921674409774,0.4944603003905322,False,,,1,0
GO:0045823,positive regulation of heart contraction,,,,1.0,False,1,0
GO:0045823,positive regulation of heart contraction (GO:0045823),0.6212133919185848,0.8559496090761944,False,,,1,0
GO:0045824,negative regulation of innate immune response,,,,1.0,False,1,0
GO:0045824,negative regulation of innate immune response (GO:0045824),0.288573927341446,0.6178685469279303,False,,,1,0
GO:0045830,positive regulation of isotype switching,,,,1.0,False,1,0
GO:0045830,positive regulation of isotype switching (GO:0045830),0.2472161662445475,0.5791790726161636,False,,,1,0
GO:0045833,negative regulation of lipid metabolic process,,,,1.0,False,1,0
GO:0045833,negative regulation of lipid metabolic process (GO:0045833),0.3355073740371069,0.6580038623178628,False,,,1,0
GO:0045834,positive regulation of lipid metabolic process,,,,1.0,False,1,0
GO:0045834,positive regulation of lipid metabolic process (GO:0045834),0.0184212551665001,0.1624926066198486,False,,,1,0
GO:0045840,positive regulation of mitotic nuclear division (GO:0045840),0.9534468285072122,0.9889045175083008,False,,,1,0
GO:0045841,negative regulation of mitotic metaphase/anaphase transition (GO:0045841),0.5733812078192142,0.8316135936020211,False,,,1,0
GO:0045842,positive regulation of mitotic metaphase/anaphase transition (GO:0045842),0.3643943977671229,0.6767650070072623,False,,,1,0
GO:0045843,negative regulation of striated muscle tissue development,,,,1.0,False,1,0
GO:0045859,regulation of protein kinase activity,,,,1.0,False,1,0
GO:0045859,regulation of protein kinase activity (GO:0045859),0.0594887673489669,0.29380324811801,False,,,1,0
GO:0045860,positive regulation of protein kinase activity (GO:0045860),0.0503606772089734,0.2719464283959616,False,,,1,0
GO:0045861,negative regulation of proteolysis (GO:0045861),0.8403679089459352,0.9476095421772875,False,,,1,0
GO:0045862,positive regulation of proteolysis,,,,1.0,False,1,0
GO:0045862,positive regulation of proteolysis (GO:0045862),0.0991811267015433,0.3769479093977493,False,,,1,0
GO:0045876,positive regulation of sister chromatid cohesion,,,,1.0,False,1,0
GO:0045879,negative regulation of smoothened signaling pathway (GO:0045879),0.0013611610478036,0.0485216674900512,True,,,1,1
GO:0045880,positive regulation of smoothened signaling pathway (GO:0045880),0.7033814504116755,0.8942645663663249,False,,,1,0
GO:0045892,negative regulation of DNA-templated transcription,,,,1.0,False,1,0
GO:0045893,positive regulation of DNA-templated transcription,,,,1.2236457552277173e-06,True,1,1
GO:0045907,positive regulation of vasoconstriction (GO:0045907),0.2757345131153145,0.6070000047860638,False,,,1,0
GO:0045910,negative regulation of DNA recombination (GO:0045910),0.5722659820837022,0.8316135936020211,False,,,1,0
GO:0045911,positive regulation of DNA recombination,,,,1.0,False,1,0
GO:0045911,positive regulation of DNA recombination (GO:0045911),0.7167797284018467,0.8993534600821054,False,,,1,0
GO:0045912,negative regulation of carbohydrate metabolic process,,,,1.0,False,1,0
GO:0045913,positive regulation of carbohydrate metabolic process,,,,1.0,False,1,0
GO:0045913,positive regulation of carbohydrate metabolic process (GO:0045913),0.7128698325854684,0.8980123796070016,False,,,1,0
GO:0045921,positive regulation of exocytosis,,,,1.0,False,1,0
GO:0045921,positive regulation of exocytosis (GO:0045921),0.1057016640588198,0.3892006869994187,False,,,1,0
GO:0045922,negative regulation of fatty acid metabolic process (GO:0045922),0.7002927034671848,0.8932100249826661,False,,,1,0
GO:0045923,positive regulation of fatty acid metabolic process,,,,1.0,False,1,0
GO:0045923,positive regulation of fatty acid metabolic process (GO:0045923),0.19943327952299,0.5174079543301651,False,,,1,0
GO:0045926,negative regulation of growth,,,,1.0,False,1,0
GO:0045926,negative regulation of growth (GO:0045926),0.0156668334499579,0.1528225672641673,False,,,1,0
GO:0045927,positive regulation of growth,,,,1.0,False,1,0
GO:0045927,positive regulation of growth (GO:0045927),0.9865114738408304,0.9967019476166986,False,,,1,0
GO:0045930,negative regulation of mitotic cell cycle,,,,1.0,False,1,0
GO:0045930,negative regulation of mitotic cell cycle (GO:0045930),0.762966862474325,0.9231047238804194,False,,,1,0
GO:0045931,positive regulation of mitotic cell cycle,,,,1.0,False,1,0
GO:0045931,positive regulation of mitotic cell cycle (GO:0045931),0.1332687089202361,0.4399375221361667,False,,,1,0
GO:0045934,negative regulation of nucleobase-containing compound metabolic process,,,,1.0,False,1,0
GO:0045936,negative regulation of phosphate metabolic process,,,,1.0,False,1,0
GO:0045936,negative regulation of phosphate metabolic process (GO:0045936),0.503151872092073,0.7882920490893155,False,,,1,0
GO:0045937,positive regulation of phosphate metabolic process,,,,1.0,False,1,0
GO:0045937,positive regulation of phosphate metabolic process (GO:0045937),0.4920796298135627,0.7797992828517174,False,,,1,0
GO:0045940,positive regulation of steroid metabolic process (GO:0045940),0.8122230096737608,0.9381126296262408,False,,,1,0
GO:0045943,positive regulation of transcription by RNA polymerase I (GO:0045943),0.0231087744759176,0.1837559362414165,False,,,1,0
GO:0045944,positive regulation of transcription by RNA polymerase II,,,,4.971516790501546e-05,True,1,1
GO:0045947,negative regulation of translational initiation,,,,1.0,False,1,0
GO:0045947,negative regulation of translational initiation (GO:0045947),0.1132689547700565,0.4003999491545427,False,,,1,0
GO:0045948,positive regulation of translational initiation,,,,1.0,False,1,0
GO:0045948,positive regulation of translational initiation (GO:0045948),0.0306772723132057,0.2107950976159226,False,,,1,0
GO:0045954,positive regulation of natural killer cell mediated cytotoxicity (GO:0045954),0.0765960782227004,0.3308592705764481,False,,,1,0
GO:0045956,positive regulation of calcium ion-dependent exocytosis,,,,1.0,False,1,0
GO:0045956,positive regulation of calcium ion-dependent exocytosis (GO:0045956),0.0318812727374823,0.2155537744978086,False,,,1,0
GO:0045980,negative regulation of nucleotide metabolic process,,,,1.0,False,1,0
GO:0045995,regulation of embryonic development,,,,1.0,False,1,0
GO:0045995,regulation of embryonic development (GO:0045995),0.2621581092841802,0.5929431774090016,False,,,1,0
GO:0046006,regulation of activated T cell proliferation (GO:0046006),0.5813958663091546,0.8362664091432019,False,,,1,0
GO:0046007,negative regulation of activated T cell proliferation (GO:0046007),0.1461239064507531,0.4557599131604889,False,,,1,0
GO:0046031,ADP metabolic process,,,,1.0,False,1,0
GO:0046032,ADP catabolic process,,,,1.0,False,1,0
GO:0046033,AMP metabolic process (GO:0046033),0.5719209304856072,0.8316135936020211,False,,,1,0
GO:0046034,ATP metabolic process,,,,1.0,False,1,0
GO:0046039,GTP metabolic process (GO:0046039),0.9555545596109108,0.9900077696269284,False,,,1,0
GO:0046058,cAMP metabolic process,,,,1.0,False,1,0
GO:0046058,cAMP metabolic process (GO:0046058),0.0009295913650744,0.0371151583971297,True,,,1,1
GO:0046068,cGMP metabolic process (GO:0046068),0.8359315461836713,0.9474416955400868,False,,,1,0
GO:0046134,pyrimidine nucleoside biosynthetic process (GO:0046134),0.5109142777690548,0.7942204326139447,False,,,1,0
GO:0046135,pyrimidine nucleoside catabolic process (GO:0046135),0.4464117094892889,0.7498396754226205,False,,,1,0
GO:0046146,tetrahydrobiopterin metabolic process (GO:0046146),0.1215839088347289,0.418862639609561,False,,,1,0
GO:0046148,pigment biosynthetic process,,,,1.0,False,1,0
GO:0046164,alcohol catabolic process (GO:0046164),0.4319104817745219,0.7384745065776986,False,,,1,0
GO:0046165,alcohol biosynthetic process,,,,1.0,False,1,0
GO:0046173,polyol biosynthetic process,,,,1.0,False,1,0
GO:0046173,polyol biosynthetic process (GO:0046173),0.1374217482072098,0.4485720231927254,False,,,1,0
GO:0046209,nitric oxide metabolic process,,,,1.0,False,1,0
GO:0046209,nitric oxide metabolic process (GO:0046209),0.8829068299504944,0.9619357192023849,False,,,1,0
GO:0046218,indolalkylamine catabolic process (GO:0046218),0.0756159483682975,0.3277843338982313,False,,,1,0
GO:0046320,regulation of fatty acid oxidation,,,,1.0,False,1,0
GO:0046320,regulation of fatty acid oxidation (GO:0046320),0.4363711608575559,0.7418896517851679,False,,,1,0
GO:0046321,positive regulation of fatty acid oxidation,,,,1.0,False,1,0
GO:0046321,positive regulation of fatty acid oxidation (GO:0046321),0.7913139625782227,0.9332007274070524,False,,,1,0
GO:0046323,glucose import (GO:0046323),0.0137779577566035,0.1424829396918812,False,,,1,0
GO:0046324,regulation of D-glucose import across plasma membrane,,,,1.0,False,1,0
GO:0046324,regulation of glucose import (GO:0046324),0.2811657574555501,0.611829715066436,False,,,1,0
GO:0046326,positive regulation of D-glucose import across plasma membrane,,,,1.0,False,1,0
GO:0046326,positive regulation of glucose import (GO:0046326),0.0294494944729525,0.2085461476575212,False,,,1,0
GO:0046328,regulation of JNK cascade,,,,1.0,False,1,0
GO:0046328,regulation of JNK cascade (GO:0046328),1.871632512582072e-05,0.0026754122810317,True,,,1,1
GO:0046329,negative regulation of JNK cascade,,,,1.0,False,1,0
GO:0046329,negative regulation of JNK cascade (GO:0046329),0.0340382509002768,0.2199439278786204,False,,,1,0
GO:0046330,positive regulation of JNK cascade,,,,1.0,False,1,0
GO:0046330,positive regulation of JNK cascade (GO:0046330),0.0015431251480227,0.0532097607859116,False,,,1,0
GO:0046337,phosphatidylethanolamine metabolic process (GO:0046337),0.1385775999194391,0.4496002234587775,False,,,1,0
GO:0046339,diacylglycerol metabolic process (GO:0046339),0.3198956286316606,0.6467825796374674,False,,,1,0
GO:0046349,amino sugar biosynthetic process (GO:0046349),0.6984221690679249,0.8922584328981606,False,,,1,0
GO:0046390,ribose phosphate biosynthetic process,,,,1.0,False,1,0
GO:0046394,carboxylic acid biosynthetic process,,,,1.0,False,1,0
GO:0046395,carboxylic acid catabolic process,,,,1.0,False,1,0
GO:0046395,carboxylic acid catabolic process (GO:0046395),0.7916718118530338,0.9332007274070524,False,,,1,0
GO:0046415,urate metabolic process (GO:0046415),0.0503508735244432,0.2719464283959616,False,,,1,0
GO:0046425,regulation of receptor signaling pathway via JAK-STAT,,,,1.0,False,1,0
GO:0046425,regulation of receptor signaling pathway via JAK-STAT (GO:0046425),0.879654480738923,0.9607052823042715,False,,,1,0
GO:0046426,negative regulation of receptor signaling pathway via JAK-STAT (GO:0046426),0.4099448386446183,0.7180652840695597,False,,,1,0
GO:0046427,positive regulation of receptor signaling pathway via JAK-STAT (GO:0046427),0.0328436990967395,0.2185546503051456,False,,,1,0
GO:0046434,organophosphate catabolic process,,,,1.0,False,1,0
GO:0046434,organophosphate catabolic process (GO:0046434),0.070887312424565,0.3197359993373262,False,,,1,0
GO:0046456,icosanoid biosynthetic process,,,,1.0,False,1,0
GO:0046456,icosanoid biosynthetic process (GO:0046456),0.6419045809020185,0.8688101294247363,False,,,1,0
GO:0046457,prostanoid biosynthetic process,,,,1.0,False,1,0
GO:0046457,prostanoid biosynthetic process (GO:0046457),0.1102912025824384,0.3977825148642161,False,,,1,0
GO:0046462,monoacylglycerol metabolic process (GO:0046462),0.6843921009980505,0.8859724365479882,False,,,1,0
GO:0046463,acylglycerol biosynthetic process (GO:0046463),0.0735837387197,0.3243289806874079,False,,,1,0
GO:0046464,acylglycerol catabolic process (GO:0046464),0.966205536502112,0.9923686975230194,False,,,1,0
GO:0046466,membrane lipid catabolic process (GO:0046466),0.084497542645843,0.3456577590893095,False,,,1,0
GO:0046467,membrane lipid biosynthetic process (GO:0046467),0.5042837614906601,0.788437059906873,False,,,1,0
GO:0046470,phosphatidylcholine metabolic process (GO:0046470),0.4796500700797637,0.7705134732773786,False,,,1,0
GO:0046471,phosphatidylglycerol metabolic process (GO:0046471),0.1026706809834339,0.3840531488857644,False,,,1,0
GO:0046473,phosphatidic acid metabolic process (GO:0046473),0.0233914187006348,0.1847201805573468,False,,,1,0
GO:0046474,glycerophospholipid biosynthetic process (GO:0046474),0.1009222470434326,0.3805149930772763,False,,,1,0
GO:0046475,glycerophospholipid catabolic process (GO:0046475),0.0790173500631523,0.3355334133611102,False,,,1,0
GO:0046485,ether lipid metabolic process (GO:0046485),0.9670827928395932,0.9924383774519692,False,,,1,0
GO:0046486,glycerolipid metabolic process,,,,1.0,False,1,0
GO:0046486,glycerolipid metabolic process (GO:0046486),0.4553210880073258,0.7564752022828678,False,,,1,0
GO:0046488,phosphatidylinositol metabolic process,,,,1.0,False,1,0
GO:0046488,phosphatidylinositol metabolic process (GO:0046488),0.6402918236853572,0.868638543350704,False,,,1,0
GO:0046496,nicotinamide nucleotide metabolic process,,,,1.0,False,1,0
GO:0046500,S-adenosylmethionine metabolic process,,,,1.0,False,1,0
GO:0046503,glycerolipid catabolic process (GO:0046503),0.5498394454800604,0.8210791404353815,False,,,1,0
GO:0046512,sphingosine biosynthetic process,,,,1.0,False,1,0
GO:0046512,sphingosine biosynthetic process (GO:0046512),0.9489324462671428,0.986408950573714,False,,,1,0
GO:0046513,ceramide biosynthetic process (GO:0046513),0.361586443536297,0.6758957767306415,False,,,1,0
GO:0046514,ceramide catabolic process (GO:0046514),0.9134847347865042,0.9735452652557488,False,,,1,0
GO:0046519,sphingoid metabolic process,,,,1.0,False,1,0
GO:0046519,sphingoid metabolic process (GO:0046519),0.2086329454525504,0.5307826745799399,False,,,1,0
GO:0046520,sphingoid biosynthetic process,,,,1.0,False,1,0
GO:0046520,sphingoid biosynthetic process (GO:0046520),0.9489324462671428,0.986408950573714,False,,,1,0
GO:0046530,photoreceptor cell differentiation,,,,1.0,False,1,0
GO:0046545,development of primary female sexual characteristics,,,,1.0,False,1,0
GO:0046546,development of primary male sexual characteristics,,,,1.0,False,1,0
GO:0046546,development of primary male sexual characteristics (GO:0046546),0.0311877610029879,0.2123440112767501,False,,,1,0
GO:0046548,retinal rod cell development,,,,1.0,False,1,0
GO:0046578,regulation of Ras protein signal transduction,,,,1.0,False,1,0
GO:0046578,regulation of Ras protein signal transduction (GO:0046578),0.0005578835075959,0.0274811966793698,True,,,1,1
GO:0046579,positive regulation of Ras protein signal transduction,,,,1.0,False,1,0
GO:0046579,positive regulation of Ras protein signal transduction (GO:0046579),0.0944392000158178,0.3636628280812152,False,,,1,0
GO:0046580,negative regulation of Ras protein signal transduction,,,,1.0,False,1,0
GO:0046580,negative regulation of Ras protein signal transduction (GO:0046580),0.0477003610781454,0.2620324379345546,False,,,1,0
GO:0046596,regulation of viral entry into host cell (GO:0046596),0.8302489877071401,0.9462543300400188,False,,,1,0
GO:0046597,negative regulation of viral entry into host cell (GO:0046597),0.6347026512755829,0.8649365061832861,False,,,1,0
GO:0046599,regulation of centriole replication,,,,1.0,False,1,0
GO:0046599,regulation of centriole replication (GO:0046599),0.3633683816038425,0.6767650070072623,False,,,1,0
GO:0046605,regulation of centrosome cycle,,,,1.0,False,1,0
GO:0046605,regulation of centrosome cycle (GO:0046605),0.579703663676034,0.8359015903060739,False,,,1,0
GO:0046626,regulation of insulin receptor signaling pathway,,,,1.0,False,1,0
GO:0046626,regulation of insulin receptor signaling pathway (GO:0046626),1.4279655443365722e-05,0.0024619424134857,True,,,1,1
GO:0046627,negative regulation of insulin receptor signaling pathway (GO:0046627),0.0018726393561497,0.0571574600085362,False,,,1,0
GO:0046628,positive regulation of insulin receptor signaling pathway,,,,1.0,False,1,0
GO:0046628,positive regulation of insulin receptor signaling pathway (GO:0046628),0.0192602495946939,0.1667902436362419,False,,,1,0
GO:0046629,gamma-delta T cell activation,,,,1.0,False,1,0
GO:0046631,alpha-beta T cell activation,,,,1.0,False,1,0
GO:0046632,alpha-beta T cell differentiation,,,,1.0,False,1,0
GO:0046634,regulation of alpha-beta T cell activation,,,,1.0,False,1,0
GO:0046635,positive regulation of alpha-beta T cell activation,,,,1.0,False,1,0
GO:0046635,positive regulation of alpha-beta T cell activation (GO:0046635),0.7644684814999582,0.9238882344570928,False,,,1,0
GO:0046638,positive regulation of alpha-beta T cell differentiation (GO:0046638),0.547018240503113,0.819770915143543,False,,,1,0
GO:0046641,positive regulation of alpha-beta T cell proliferation (GO:0046641),0.9058998152425884,0.9688574613736848,False,,,1,0
GO:0046643,regulation of gamma-delta T cell activation,,,,1.0,False,1,0
GO:0046649,lymphocyte activation,,,,1.0,False,1,0
GO:0046651,lymphocyte proliferation,,,,1.0,False,1,0
GO:0046651,lymphocyte proliferation (GO:0046651),0.7958853686446964,0.9343216351808522,False,,,1,0
GO:0046653,tetrahydrofolate metabolic process (GO:0046653),0.4602392549691125,0.7587982536057636,False,,,1,0
GO:0046655,folic acid metabolic process (GO:0046655),0.3645217266849029,0.6767650070072623,False,,,1,0
GO:0046660,female sex differentiation,,,,1.0,False,1,0
GO:0046661,male sex differentiation,,,,1.0,False,1,0
GO:0046676,negative regulation of insulin secretion,,,,1.0,False,1,0
GO:0046676,negative regulation of insulin secretion (GO:0046676),0.6263371615092675,0.8589177138042156,False,,,1,0
GO:0046683,response to organophosphorus,,,,1.0,False,1,0
GO:0046683,response to organophosphorus (GO:0046683),0.3435764090147882,0.6618513557100517,False,,,1,0
GO:0046685,response to arsenic-containing substance,,,,1.0,False,1,0
GO:0046686,response to cadmium ion,,,,1.0,False,1,0
